Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252734,293077,2022-11-11 17:59:20 CST,2022/11/11,17:59:20,Photo,"5,274",4987,135,30,33,0,3,0,1,85,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/706976427450602,🇹🇼作伙來挺燕！清水造勢晚會就在今晚！🇹🇼 今夜造勢活動，我們準備好了。 ➂台中市長 盧秀燕 ➄台中 議長張清照 在清水紫雲巖向市民宣示我們守護台中的決心。 邀請所有的市民朋友，一起到清水加入我們的行列！ 🌟巨星讚聲 陳雷、 NONO、 許效舜的筍絲團、林俊吉、鄭仲茵 📍清水紫雲巖前廣場（清水區大街路206號） ⏰11/11(五) 18:30大集結,https://www.facebook.com/photo.php?fbid=706976270783951&set=a.546783853469861&type=3,,,,,,,,-1.35
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252734,293077,2022-11-11 18:31:40 CST,2022/11/11,18:31:40,Live Video Complete,"5,993",4819,616,252,164,8,14,4,22,94,crosspost,Yes,41810,44229,63446,01:55:12,https://www.facebook.com/100044147541030/posts/2085054438493280,🇹🇼 #LIVE⚡️清水造勢晚會 作伙來挺燕🇹🇼 ➂台中市長 盧秀燕 ➄台中 議長張清照 在 清水紫雲巖 向市民宣示我們守護台中的決心。 邀請所有的市民朋友，一起加入我們的行列！ 🌟巨星同行🌟 陳雷、 NONO、 許效舜的筍絲團 、林俊吉、鄭仲茵 📍清水紫雲巖前廣場（清水區大街路206號） ⏰11/11(五) 18:30大集結,https://www.facebook.com/LuShiowYen/videos/2085054438493280/,,,🇹🇼 #LIVE⚡️清水造勢晚會  作伙來挺燕🇹🇼,,,,,3.36
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252734,293077,2022-11-11 21:13:55 CST,2022/11/11,21:13:55,Photo,"12,334",11585,324,204,58,1,2,1,2,157,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/707109484103963,同心，走同路！ 今晚秀燕在清水紫雲巖，在神明的見證下再次承諾「守護台中」 將近4年前，同樣在觀音亭廟埕，秀燕與 議長張清照 向大家承諾我們一定會「恢復老人健保補助」、一定會做到「公托公幼倍增」、一定會做到「生育津貼翻倍」。 我們一項一項的完成，因為我們是守信用的服務團隊。守信用才能長久，秀燕九次參選、歷經九次檢驗，說到做到、守護台中就是我的堅持。 清水的發展，我們很重視。 在秀燕上任前，清水沒有國民運動中心。我們不但興建，更打造兒童專屬的運動設備，讓孩子到長輩全齡都能使用，全國首創的兒童運動設施讓台北都來台中考察。還有斥資2.2億的濱海橋、清水車站的跨站天橋、鰲峰山公園停車場、全國唯一「國際級自由車場」。 守護台中、重視承諾、地方發展，是我們與鄉親的共識。同心，我們就走同路！ 11月26日是台中發展的關鍵時刻。關鍵的時刻，秀燕需要你/妳關鍵的一票，請與我們一起同行，投下您的一票，讓我與清照議長繼續守護台中！,https://www.facebook.com/photo.php?fbid=707109047437340&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,1.73
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252493,292840,2022-11-10 09:00:15 CST,2022/11/10,09:00:15,Live Video Complete,"4,711",3810,486,207,101,2,5,2,6,92,owned,Yes,22896,24637,0,01:41:19,https://www.facebook.com/100044147541030/posts/665514198563892,【直播中⚡️】 選戰起跑！守護台中，我堅持！ 秀燕九次參與選戰都從「元保宮」起跑。從政30年一路走來始終如一、不忘初心，貫徹守護城市的精神，力拚繼續守護台中。 面對這次選戰，秀燕會用盡全力，把握每一個與鄉親朋友面對面的機會，親自懇託、親自感謝。 選戰倒數16天，秀燕邀請您一起攜手前行！,https://www.facebook.com/LuShiowYen/videos/665514198563892/,,,【直播中⚡️】 選戰起跑！守護台中，我堅持！,,,,,2.64
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252634,292976,2022-11-10 13:22:57 CST,2022/11/10,13:22:57,Photo,"11,472",10624,488,85,81,1,5,3,2,183,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/706159224198989,比個OK！是我與市民守護台中的默契 選戰最後倒數16天，秀燕按照規定請假，正式啟動選戰。 投入公職選戰30年，不論是省議員、立法委員、市長選戰，我都從元保宮出發，祈求庇佑之外，秀燕要在神明的見證下，宣示不忘初心，堅持正向選舉、守護台中。 搭上「燕子戰車」，今年第一次的掃街拜票。看見市民朋友遠遠的向車隊揮手，也看見市民朋友從3樓陽台探頭為我加油，我知道市民朋友，對台中有期待、對秀燕有期待。 我也向大家承諾秀燕全力以赴，踏遍大街小巷，向市民懇託，我將帶著勝選，感謝鄉親。,https://www.facebook.com/photo.php?fbid=706158374199074&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,1.61
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252634,292976,2022-11-10 18:34:47 CST,2022/11/10,18:34:47,Photo,"8,014",7459,235,195,60,4,4,0,1,56,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/706286874186224,#大智路打通 #燕子政績 有時跑行程，經過這裡，還會隨手一拍，這裡已跟從前不一樣。 大智路打通問題，曾被外界揶揄不可能，甚至發生激烈陳抗，秀燕上任後，拿誠意換同意，沒有住民抗議，取得了「大智慧學苑大樓」的住戶首肯，被外界稱為「全台最大住商拆遷案」典範。 大智路打通後，讓火車站前、後站，更加貫通，節省用路人的繞道時間，帶動當地的繁榮發展。13年未解的難題，秀燕要感謝整體市府，當地住民，我們一起努力，把不可能扭轉成功，你們都是城市英雄。 再給秀燕四年，我們一起攜手，讓台中更不一樣。,https://www.facebook.com/photo.php?fbid=706286627519582&set=a.546783853469861&type=3,,,,,,,,1.13
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252634,292976,2022-11-10 22:05:50 CST,2022/11/10,22:05:50,Photo,"4,273",4076,94,28,29,1,3,0,0,42,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/706404570841121,從白天到黑夜，今天忙了一整天，終於有時間看看與大家的合照。 昨天中信兄弟封王，我們一起激動的跳起來。 台中市府努力推動「酷城市、酷運動」，昨天有超過兩千位的觀眾到府前廣場有兩萬球迷進場看球。 我們重視運動，培養台中的運動風氣，興建大人小孩都能用到運動中心，讓大家能夠在生活中動起來！ 明年，我們再揪更多人回府前廣場看兄弟Fans Club 三連霸好不好？,https://www.facebook.com/photo.php?fbid=706403654174546&set=a.546783853469861&type=3,,,,,,,,-1.67
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252473,292820,2022-11-09 07:30:00 CST,2022/11/9,07:30:00,Photo,"3,811",3475,140,137,23,1,4,0,2,29,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/705039747644270,#經濟指標 #六都第一 秀燕上任前，喊出台中富市3的概念，希望能讓市民「安居樂業」，台中的經濟發展，攸關每個人的生計，關係每個產業的續存。 根據最新資料顯示，即便有疫情因素，台中今年第3季經濟表現仍很好，有11項經濟指標奪得「全國第一」！這次新入榜的指標有兩項，商業登記家數、資本額成長率，也是六都第一。 秀燕很重視的「台中購物節」，去年在疫情的重創下，更是取得291億元的佳績，成功帶動民間消費，是全國含金量最高的購物節。 秀燕上任來，努力招商引資，金額已突破2兆5百餘億元；上半年的失業率3.6%，六都最低，勞動參與率61.5%，是台中市歷史新高。 台中是秀燕的家，我們一起在台中打拚經濟，創造幸福進行市。 #燕子政績,https://www.facebook.com/photo.php?fbid=705039347644310&set=a.546783850136528&type=3,,,,,,,,-1.87
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252493,292840,2022-11-09 12:27:32 CST,2022/11/9,12:27:32,Photo,"1,819",1701,73,17,17,2,3,0,0,6,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/705452197603025,2023消防形象月曆來囉！ 台中市政府消防局今年月曆以「女力崛起•專業展現」為主題，由9位優秀男性及5位優秀女性形象大使擔綱主角！ 消防員上山下海、出生入死，守護市民，「各個是城市英雄」，盼藉月曆輕鬆吸睛的方式，讓市民更了解防災避難及預防。 想要得到2023年的消防形象月曆嗎？ 🙌獲得方法請看留言區,https://www.facebook.com/photo.php?fbid=705481670933411&set=a.546783853469861&type=3,,,,,,,,-3.91
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252493,292840,2022-11-09 22:01:25 CST,2022/11/9,22:01:25,Status,"12,070",11473,367,85,88,1,5,4,5,42,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/705728327575412,各 位！中 信 兄 弟 二 連 霸 ！🎉 今年台中市府比照去年，全力再辦 #封王大遊行！ 恭喜 #中信兄弟 兄弟Fans Club 奪得總冠軍，中信兄弟以台中洲際為主場，就是我們的家人。家人奪得總冠軍，就像自己獲獎一樣開心。 秀燕也要感謝球迷、球團讓台中的棒球如此精彩！因為大家的熱烈支持，世界看見台中發展棒球的決心，也有越來越多的精彩賽事來到台中舉辦。 光榮的台中，我們一起守護！👏 #我爪我驕傲 #我爪我連霸 #BACK_TO_BACK_CHAMPION #RUN_IT_BACK #BACK_TO_BACK,https://www.facebook.com/photo.php?fbid=705748997573345&set=a.546783853469861&type=3,,,,,,,,7.29
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252493,292840,2022-11-09 22:50:52 CST,2022/11/9,22:50:52,Photo,"14,531",13811,382,111,162,6,11,0,2,46,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/705759187572326,我要向國人介紹高水準的「台中市民/爪迷」💛 中信兄弟封王有超過兩千人在市府廣場拋彩帶慶祝。 30分鐘後，地上沒有垃圾，球迷自動自發復原。這是台中市民的高水準，象迷的高水準。 我台中，我驕傲。 我爪，我驕傲。,https://www.facebook.com/photo.php?fbid=705754417572803&set=a.546783853469861&type=3,,,,,,,,2.04
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252444,292797,2022-11-08 07:30:02 CST,2022/11/8,07:30:02,Photo,"3,058",2815,148,41,19,1,2,0,2,30,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/704626247685620,"#好宅 #社宅 「共同好好生活在一起，守候家人」，這是從媽媽的角度，說明家的溫度。此話，也是台中社宅政策的標語，更是秀燕對社宅的理念，因此，我們堅持台中社宅，叫做台中「好」宅。 秀燕上任後，已動土、興建中、已入住的好宅達7,146戶，第一任5千戶已達標。目前為止，青壯年承租比例為六都第一，另外，新上路的囤房稅徵收後，稅收將用於補助青年弱勢租屋。 為了讓市民更清楚，秀燕也推動「台中市社會住宅17租」一站式入口網，打造完善的智慧服務平台。再給秀燕四年，第二任內，將蓋至1萬戶好宅，持續落實居住正義。 ＃燕子政績",https://www.facebook.com/photo.php?fbid=704812427667002&set=a.546783850136528&type=3,,,,,,,,-2.33
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252444,292797,2022-11-08 09:24:40 CST,2022/11/8,09:24:40,Live Video Complete,"1,192",985,105,25,62,2,3,0,2,8,owned,Yes,10098,10167,0,01:34:59,https://www.facebook.com/100044147541030/posts/1834173023609315,【直播📽：11/08 台中市政府｜市政會議】 早安，今天召開第554市政會議， 歡迎大家收看了解市政，也一起推動市政。 📋市政會議｜專案報告 教育局「臺中市五星級教育推動成果—堅持給孩子最好的」(衛生局補充—本市校園午餐管理機制及強化作為)、西區公所「區務簡報」 #新市政 #陽光政治 #全民參與公開透明,https://www.facebook.com/LuShiowYen/videos/1834173023609315/,,,盧秀燕｜【直播：11/08 台中市政府｜市政會議】,,,,,-1.49
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252473,292820,2022-11-08 12:17:43 CST,2022/11/8,12:17:43,Native Video,"2,176",2088,58,13,9,0,2,1,0,5,share,No,3595,145261,0,00:02:00,https://www.facebook.com/100044147541030/posts/704766717671573,秀燕還在擔任立委時，開始倡議18歲公民權。 從2014年提案至今8年多了，此次修憲是最接近成功的一次，期望大家一同關注！ 全球有超過100個國家的法定成人年齡為18歲，在我國，18歲要服兵役。這說明18歲已經是可以上戰場保衛國家的年紀了，權利義務要對等，讓年輕人負責、自主，一起關心國家政策。 這一次，挺青的！ #1126投同意 #千萬投同意 #挺年輕世代同行 #我支持18歲公民權,https://www.facebook.com/tw.tyad/videos/666188011580015/,,,臺灣青年民主協會 TYAD,"你記得，18歲的自己嗎？

你做好準備，迎接未知的挑戰；
你離鄉打拼，為家庭與夢想努力奮鬥；
你保持善良，在嘈雜的社會中走出自己的路。

我們都和吳念真一樣，18歲的時候已經在為自己負責任了。

我們和Abao阿爆（阿仍仍）一樣好奇，如果18歲不能做出正確的決定，那80歲的人可以做出正確的決定嗎？

或許就像林立青說的，沒有理由要年輕人有義務，卻不給人家選擇。

林美秀、謝金河和我們一樣希望，給18歲行使公民的權利，畢竟放手才是能夠解決事情的開始。

11月26日「18歲公民權」修憲複決
挺年輕，世代同行
一起投同意，一起投給年輕的自己！

#1126投同意
#千萬投同意
#挺年輕世代同行
#我支持18歲公民權",,,,-1.89
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252473,292820,2022-11-08 22:31:55 CST,2022/11/8,22:31:55,Photo,"7,162",6824,187,38,44,3,7,0,1,58,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/705065314308380,我們準備好拋彩帶了！ ＃邁象二連霸,https://www.facebook.com/photo.php?fbid=705066874308224&set=a.546783853469861&type=3,,,,,,,,1.01
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252444,292797,2022-11-07 20:08:34 CST,2022/11/7,20:08:34,Photo,"10,061",8666,510,197,69,1,4,2,4,608,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/704291394385772,謝謝你，疼惜秀燕。 今年選戰是秀燕九次參選以來，最多抹黑、最負面的一次選戰。許多支持者截圖、拍照、傳訊息，透過各式各樣的管道告訴我，台中被攻擊了、被抹黑了、被侮辱了。 秀燕謝謝大家，願意疼惜我、願意為我辯護、願意為我發聲。 我要向大家報告，我們會繼續堅持正面的選戰，用台中的進步說服市民、用台中的建設打破謠言、用台中的良善戰勝抹黑。 我要拜託大家，陪著我為下一代樹立民主的榜樣，以正面宣傳、用政績說服，贏得市民的信任。 我們準備了台中的施政重點，每天會在各大社群平台發出，我要請託大家，傳給你身邊的至親好友。 感謝大家，一路相伴。 一起為美好台中努力！,https://www.facebook.com/photo.php?fbid=704286857719559&set=a.546783850136528&type=3,,,,,,,,1.41
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252367,292729,2022-11-05 14:05:05 CST,2022/11/5,14:05:05,Photo,"2,561",2277,179,28,12,2,40,1,2,20,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/702721644542747,#邁象二連霸 中職總冠軍今天開打！秀燕要向參選桃園市長的 張善政 下戰帖！ 亞軍就要扮成冠軍，如果 #中信兄弟 奪冠，善政兄就要打扮成秀燕的分身掃街跑行程！ 我很有信心，最後冠軍獎落台中，我已經準備好了。 善政兄，你敢接受挑戰嗎？,https://www.facebook.com/photo.php?fbid=702786211202957&set=a.546783853469861&type=3,,,,,,,,-2.78
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252340,292704,2022-11-04 19:09:35 CST,2022/11/4,19:09:35,Photo,"4,407",4102,158,75,37,1,3,2,3,26,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/702132437935001,這間尚大間！台中最大的公托開幕了！ 北屯在秀燕上任之前，一所公托都沒有。 今天北屯第二間公托開幕了，可收托70名孩子，這是台中第28座公托，從秀燕上任至今，台中公托數量已邁向6倍增！ 台中的人口快速成長，我們不只為孩子規劃了公托，今天同時啟用市區第一座的兒童運動中心，專門為小孩規劃的設備、課程，能讓小朋友從小養成運動習慣，歡迎市民朋友帶孩子來運動！ 🏋️‍♀️東峰兒童運動中心 台中市北屯區天津路三段45號2樓,https://www.facebook.com/photo.php?fbid=702132304601681&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,-1.62
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252306,292675,2022-11-03 17:06:58 CST,2022/11/3,17:06:58,Photo,"9,226",8755,242,82,48,1,2,1,2,93,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/701386044676307,台中的好，要讓更多人知道。 台中捷運開通以來，已經突破千萬人次搭乘。捷運週邊搭配雙十公車、全國最多站點的YouBike 2.0。交通任意門正在實現，我們投入心力提升大眾交通的品質，不只便利市民、更能降低碳排，維護台中的空氣品質。 台中經驗受到全國的關注，立法院、各縣市議會陸續來台中取經。歡迎台南市議會 謝龍介 議員、 王家貞服務處 議員今天到台中考察，我們樂意把大眾交通規劃的經驗與全國分享，把台中的好推廣出去，會有更多人愛上台中。,https://www.facebook.com/photo.php?fbid=701388734676038&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,1.3
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252306,292675,2022-11-03 19:15:04 CST,2022/11/3,19:15:04,Photo,"6,892",6243,380,154,64,1,4,1,4,41,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/701440821337496,"下次聽到「孩子會帶財」不要急著翻白眼！ 在台中，孩子真的能帶財。 我們推動 #囤房税，落實居住正義，稅收就用在青年身上。現在扶養一名0-12歲的子女，市府提供4000元房屋租金補助，以此類推最高補貼至1萬2,000元。 這次的租屋補貼，我們決心一定要發到爸爸媽媽手上。市府會調查符合資格的年輕爸媽，主動通知符合補貼資格，收到確認函後可以在線上回覆申請意願，即可完成申請。 台中的孩子，市府跟你一起養。 除了租屋補貼，市府還有 ✅生育津貼 ✅托育補助 ✅育兒津貼 ✅達成公托公幼倍增 ✅全市12座親子館 更多的福利措施，可以前往 #社福便利站 了解。 📡台中市府做你育兒的後盾： https://i-welfare.taichung.gov.tw/people/index ☎️育兒租屋補貼請洽： （04)22289111 #64601~64605",https://www.facebook.com/photo.php?fbid=701440118004233&set=a.546783853469861&type=3,,,,,,,,-1.03
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252215,292604,2022-11-01 09:23:35 CST,2022/11/1,09:23:35,Live Video Complete,"1,203",1072,58,19,48,0,1,0,0,5,owned,Yes,11088,11164,0,01:34:30,https://www.facebook.com/100044147541030/posts/692659788938548,【直播📽：11/01 台中市政府｜市政會議】 早安，今天召開第553市政會議， 歡迎大家收看了解市政，也一起推動市政。 📋市政會議｜專案報告 建設局「縫合山海屯都．交通建設大躍進－重要道路橋梁開闢成果」、 烏日區公所「區務簡報」 #新市政 #陽光政治 #全民參與公開透明,https://www.facebook.com/LuShiowYen/videos/692659788938548/,,,盧秀燕｜【直播：11/01 台中市政府｜市政會議】,,,,,-1.48
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252248,292623,2022-11-01 17:34:29 CST,2022/11/1,17:34:29,Photo,"3,114",2877,132,49,29,1,3,1,3,19,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/700031904811721,小孩、毛小孩都帶來這裡放電⚡️ 最可愛的公園！馬卡龍公園開幕了！ 城市不應該只是都市叢林。3年多的時間，我們整建139座美樂地公園，提升台中的永續綠化與遊憩空間。 現在再添一座「全台最可愛的公園-馬卡龍公園」，設計時我們就大膽採用了馬卡龍色系，讓這座充滿童趣的公園誕生。 全國戶外公園中最高溜滑梯，讓大家期待很久，現在已經順利啟用。 公園內還有攀爬設施、彈跳床、鞦韆、籃球場，整座公園就像是遊樂場，同時我們還規劃了寵物活動區，配備寵物飲水槽及清洗區，還有繫繩勾，這些設施的結合讓各年齡層和毛小孩都會愛上這裡。 爸爸媽媽，快帶孩子來跑跑跳跳！ 🎪地址：台中市太平區環中東路四段19號 ⚠️安全提醒：請遵守排隊秩序、人流管制及OX燈號。避免於滑梯內衝撞情形，配合現場人員引導，正確使用公園器材、遵守現場安全措施，讓每個人都可以安全開心的享受公共空間喔！,https://www.facebook.com/photo.php?fbid=700031334811778&set=a.546783850136528&type=3,,,Photos from 盧秀燕's post,,,,,-2.29
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252215,292604,2022-10-31 19:16:42 CST,2022/10/31,19:16:42,Photo,"1,957",1860,53,18,16,1,1,1,1,6,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/699348538213391,#HappyHalloween #萬聖節快樂！ #著色畫徵圖 萬聖節雖然是西洋節日，但也是親子間最難忘的節日，我們特別設計了著色圖紙，大家數看看裡面有幾個萬聖節元素？！ 台中要做一個願生能養的城市，近年我們推動 ✅生育津貼翻倍 ✅公托公幼倍增 ✅12處親子館 ✅139座美樂地公園 減輕爸爸媽媽的負擔外，小朋友也能享受戶外遊憩，共創孩子們童年美好回憶！ 著色圖紙將在11/6(日)在 燕子總部｜台中市長盧秀燕競選總部 展出，屆時小朋友們畫的圖畫將在同樂會當天佈置在主視覺牆上，而且憑圖兌換限量的12色繽紛色鉛筆，歡迎大家當天一起來同樂。 🖍️著色圖紙在這裡下載 https://kmtnow.com/LfShI:=:https://drive.google.com/file/d/18FFvttrVWQdMiyMN7j66yw1aeHkPU4sR/view?usp=embed_facebook,https://www.facebook.com/photo.php?fbid=699346134880298&set=a.546783853469861&type=3,,,Photos from 盧秀燕's post,,,,,-3.64
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252215,292604,2022-10-31 22:29:26 CST,2022/10/31,22:29:26,Status,"4,838",4582,169,20,31,7,2,1,0,26,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/699461391535439,爪迷們！好消息～中信兄弟晉級了！ 2022邁「象」二連霸! RUN IT BACK CHAMPION BACK TO BACK CHAMPION #前進總冠軍賽 #二連霸 #台中之光,,,,,,,,,2.92
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252103,292492,2022-10-30 07:45:59 CST,2022/10/30,07:45:59,Status,"5,550",5162,128,21,65,26,2,89,3,54,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/698291828319062,韓國首爾知名的 #梨泰院 商圈，發生重大公共安全事件，我們正在了解有沒有台中市民也在人潮中受傷、受困。 韓國與台中有著緊密的互動，市民朋友更是熱愛韓國文化，秀燕看著相關轉播畫面，受傷的多數是年輕朋友，更令人痛心的是年輕的生命意外逝去。韓國朋友的悲痛，相信國人感同身受。 願在公安事件中的亡者安息。願受傷的朋友早日康復，也祈願大家都能平安。 適逢萬聖節前夕，市民朋友有許多慶祝活動，尤其在疫情逐漸解封的期間，更容易有眾人群聚而發生的公安事件。 我已經請消防、警政系統，務必注意。全面加強公安檢查，不能讓憾事在台中發生。 我也要請託市民朋友，大型的派對活動務必注意自身安全，謹慎小心、安全才是回家的捷徑。 #prayforitaewon,,,,,,,,,3.35
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252156,292541,2022-10-30 13:50:07 CST,2022/10/30,13:50:07,Live Video Complete,"2,983",2524,188,101,121,2,4,1,7,35,crosspost,Yes,21571,24008,28146,01:25:25,https://www.facebook.com/100044147541030/posts/2952413431727894,#直播中 ⚡️ 告別東豐快斷橋！跟著秀燕一起見證東豐快復工！ 921地震時，因為台3線中斷，許多東勢、石岡等山城地區居民難以搶救。東豐快速道路是必須興建的「生命的救援線」，除可加速災害救援，也可縮短山城與市區通勤時間，有效促進當地產業發展。 東勢豐原快速道路在2015年被迫停工，秀燕上任後積極重啟環評，催生復工作業。感謝市府的公務同仁日以繼夜為市民服務，歷經環評程序與地方協調後，總算能夠發包、開標、順利復工。,https://www.facebook.com/LuShiowYen/videos/2952413431727894/,,,#直播中 ⚡️ 告別東豐快斷橋！跟著秀燕一起見證東豐快復工！,,,,,1.67
盧秀燕,LuShiowYen,1.00044E+14,POLITICIAN,TW,"我是台中市長盧秀燕。
歡迎您和我一起打造富市台中新好生活！",2011/6/24,252156,292541,2022-10-30 19:44:54 CST,2022/10/30,19:44:54,Photo,"5,368",5024,195,56,30,0,3,0,3,57,,-,0,0,0,N/A,https://www.facebook.com/100044147541030/posts/698655348282710,東豐快速道路，歷經了太多曲折。 再次開工，我們都要一起拚完工。 東勢豐原快速道路從胡市長時代開始動工興建，因為換了市長就被迫停工。 興建到一半的橋樑停在大甲溪上，從東勢大橋經過，遠遠就能望見斷橋，今天我們終於能跟斷橋說再見。 921地震時，因為台3線中斷，山城地區居民難以搶救，遺憾不能重演，東豐快就是救災救難的「生命線」，也是促進地方發展、便利山城居民往來的「生意線」，我們一定要興建。 秀燕上任時，「東豐快」預算被中央收回、環境影響評估也被撤銷。沒錢、沒環評，等於一切必須從頭再來一次。 台中優質的建設團隊，將拆遷戶數破百戶降低至2戶，同時辦理復工、重啟環評，因停工延遲多出來數十億的費用，由市府先自掏腰包墊付，並請託 江啟臣 委員 向中央爭取預算，多路並進加速復工作業。 歷時3年，今天順利發包復工。 今天開工，不能再停工，我們一起拚完工。,https://www.facebook.com/photo.php?fbid=698655141616064&set=a.546783850136528&type=3,,,,,,,,-1.33
